Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
ABARTH,500e MY25,114kW Electric ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.6,172,264,164,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,359,0,,,,,,,68.0,27 November 2025,
ABARTH,500e MY25,114kW Electric,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.3,187,244,152,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,205,330,0,,,,,,,68.0,27 November 2025,
ABARTH,500e MY25,114kW Electric Convertible ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.6,172,264,164,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,223,359,0,,,,,,,68.0,27 November 2025,
ABARTH,500e MY25,114kW Electric Convertible ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),155,114,3.3,187,244,152,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,205,330,0,,,,,,,68.0,27 November 2025,
ABARTH,600e MY25,54kWh 240hp ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),238,175,3.6,175,344,214,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287,462,0,,,,,,,69.0,27 November 2025,
ABARTH,600e MY25,54kWh 240hp ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),238,175,3.3,190,315,196,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,262,422,0,,,,,,,69.0,27 November 2025,
ABARTH,600e MY25,54kWh 280hp ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),281,207,3.6,175,344,214,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287,462,0,,,,,,,69.0,27 November 2025,
ABARTH,600e MY25,54kWh 280hp ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),281,207,3.3,190,315,196,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,262,422,0,,,,,,,69.0,27 November 2025,
ALFA ROMEO,Giulia MY25,2.0 TURBO PETROL 280HP ,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,,,,0,Euro 6 EA,False,WLTP,24.7,39.4,48.8,43.6,40,0,11.5,7.2,5.8,6.5,7.1,0,160,0,0,,0,,362,32,17,,,60,60,67.0,27 November 2025,
ALFA ROMEO,Giulia MY25,2.0 TURBO PETROL 280HP,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,,,,0,Euro 6 EA,False,WLTP,23.6,35.7,43.8,39.9,36.6,0,12,7.9,6.5,7.1,7.7,0,174,0,0,,0,,362,32,17,,,60,60,67.0,27 November 2025,
ALFA ROMEO,Junior MY25,IBRIDA 136 ,A6,Automatic,1199,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,0,Euro 6 EB,False,WLTP,76.3,68.9,68.9,51.4,62.8,0,3.7,4.1,4.1,5.5,4.5,0,102,0,0,,0,,363,18,17,,,60,60,65.0,27 November 2025,
ALFA ROMEO,Junior MY25,IBRIDA 136 ,A6,Automatic,1199,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,0,Euro 6 EB,False,WLTP,62.8,56.5,57.6,42.2,51.4,0,4.5,5,4.9,6.7,5.5,0,125,0,0,,0,,363,18,17,,,60,60,65.0,27 November 2025,
ALFA ROMEO,Junior MY26,IBRIDA 145 ,A6,Automatic,1199,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,0,Euro 6 EB,False,WLTP,76.3,68.9,68.9,51.4,62.8,0,3.7,4.1,4.1,5.5,4.5,0,102,0,0,,0,,363,18,17,,,60,60,65.0,27 November 2025,
ALFA ROMEO,Junior MY26,IBRIDA 145 ,A6,Automatic,1199,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),136,100,,,,0,Euro 6 EB,False,WLTP,62.8,56.5,57.6,42.2,51.4,0,4.5,5,4.9,6.7,5.5,0,125,0,0,,0,,363,18,17,,,60,60,65.0,27 November 2025,
ALFA ROMEO,Junior MY25 & MY26,ELETTRICA 156 ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),156,115,4.4,142,436,271,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,375,603,0,,,,,,,66.0,27 November 2025,
ALFA ROMEO,Junior MY25 & MY26,ELETTRICA 156 ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),156,115,3.7,167,366,227,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,327,527,0,,,,,,,66.0,27 November 2025,
ALFA ROMEO,Junior MY25 & MY26,ELETTRICA 280 ,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),281,207,3.6,175,344,214,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,287,462,0,,,,,,,66.0,27 November 2025,
ALFA ROMEO,Junior MY25 & MY26,ELETTRICA 280,A1,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),281,207,3.3,190,315,196,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,262,422,0,,,,,,,66.0,27 November 2025,
ALFA ROMEO,Stelvio MY25,2.0 TURBO PETROL 280HP Q4 ,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,,,,,Euro 6 EA,False,WLTP,22.1,31,36.4,30.9,30.7,0,12.8,9.1,7.8,9.1,9.2,0,209,0,,,,,638,40,26,,,60,60,68.0,27 November 2025,
ALFA ROMEO,Stelvio MY25,2.0 TURBO PETROL 280HP Q4  ,A8,Automatic,1995,Petrol,Internal Combustion Engine (ICE),280,206,,,,,Euro 6 EA,False,WLTP,23.2,34.4,40.7,34.9,34,0,12.2,8.2,6.9,8.1,8.3,0,189,0,,,,,638,40,26,,,60,60,68.0,27 November 2025,
ALFA ROMEO,Stelvio MY25,2.2 TURBO DIESEL 210HP Q4  ,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,,,,,Euro 6 EA,True,WLTP,36.7,48.1,54.9,45.6,47,0,7.7,5.9,5.1,6.2,6,0,157,0,,,,,50,,27,31,0.32,80,80,69.0,27 November 2025,
ALFA ROMEO,Stelvio MY25,2.2 TURBO DIESEL 210HP Q4  ,A8,Automatic,2143,Diesel,Internal Combustion Engine (ICE),209,154,,,,,Euro 6 EA,True,WLTP,34.7,43.6,48.9,41.3,42.7,0,8.1,6.5,5.8,6.8,6.6,0,173,0,,,,,50,,27,31,0.32,80,80,69.0,27 November 2025,
ALFA ROMEO,Tonale MY25,1.3 PHEV 280 AT Q4 ,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.7,231,62,,Euro 6 EA,False,WLTP,36.7,47.1,47.9,36.2,41.5,214,7.7,6,5.9,7.8,6.8,1.3,153,30,39,62,,85,472,25,12,,,60,60,68.0,27 November 2025,
ALFA ROMEO,Tonale MY25,1.3 PHEV 280 AT Q4 ,A6,Automatic,1332,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),280,206,2.2,277,52,,Euro 6 EA,False,WLTP,34.4,42.2,42.8,32.5,37.2,165.7,8.2,6.7,6.6,8.7,7.6,1.7,171,39,32,52,,73,472,25,12,,,60,60,68.0,27 November 2025,
ALFA ROMEO,Tonale MY25,1.5 MHEV 160 DCT ,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,,,,,Euro 6 EA,False,WLTP,45.4,56.5,56.6,44.6,50.1,0,6.2,5,5,6.3,5.6,0,127,0,,,,,461,37,9,,,60,60,67.0,27 November 2025,
ALFA ROMEO,Tonale MY25,1.5 MHEV 160 DCT ,A7,Automatic,1469,Petrol Electric,Mild Hybrid Electric Vehicle (MHEV),160,118,,,,,Euro 6 EA,False,WLTP,41.5,51.6,50.9,37.8,44.3,0,6.8,5.5,5.5,7.5,6.4,0,144,0,,,,,461,37,9,,,60,60,67.0,27 November 2025,
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),252,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,,,69.0,09 September 2025,
ALPINE,A110,A110,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.9,43.5,48.7,42.2,40.9,0,10.9,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Color Edition DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.7,43.5,48.7,42.2,40.9,0,11,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT J. R�d�l� Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.8,41.5,0,10.3,6.4,5.8,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 GT J. R�d�l� Limited Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.8,41.5,0,10.3,6.4,5.8,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 L�gende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,42.2,0,10.3,6.3,5.7,6.6,6.7,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 L�gende DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,154,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 L�gende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,41.5,0,10.3,6.3,5.7,6.6,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 L�gende GT DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.8,41.5,0,10.3,6.3,5.7,6.6,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 L�gende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,26.9,44.1,49.6,43.5,41.5,0,10.5,6.4,5.7,6.5,6.8,0,154,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 L�gende GT 2021 DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,26.6,44.1,49.6,42.8,41.5,0,10.6,6.4,5.7,6.6,6.8,0,154,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,45.6,50.4,42.8,42.2,0,10.3,6.2,5.6,6.6,6.7,0,152,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 Pure DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d,False,WLTP,27.4,44.8,49.6,42.2,41.5,0,10.3,6.3,5.7,6.7,6.8,0,153,0,,,,,229,11,11,,,60,60,69.0,03 March 2023,
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,0,0,0,0,,0,0,73.0,07 June 2023,
ALPINE,A110,A110 R,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,0,0,0,0,,0,0,73.0,07 June 2023,
ALPINE,A110,A110 R 70,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,,,73.0,15 December 2025,
ALPINE,A110,A110 R 70,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,,,73.0,15 December 2025,
ALPINE,A110,A110 R 70 - Blanc,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,,,73.0,09 September 2025,
ALPINE,A110,A110 R 70 - Blanc,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,204,11,12,,,,,73.0,09 September 2025,
ALPINE,A110,A110 R Fernando Alonso,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,154,156,7,,,,,73.0,21 July 2023,
ALPINE,A110,A110 R Fernando Alonso,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.7,44.1,48.7,42.2,41.5,0,10.2,6.4,5.8,6.7,6.8,0,155,0,,,,,154,156,7,,,,,73.0,21 July 2023,
ALPINE,A110,A110 R Le Mans,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,154,156,7,,,,,73.0,21 July 2023,
ALPINE,A110,A110 R Le Mans,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,42.2,41.5,0,10.3,6.4,5.8,6.7,6.8,0,155,0,,,,,154,156,7,,,,,73.0,21 July 2023,
ALPINE,A110,A110 R Turini,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,41.5,40.9,0,10.3,6.4,5.8,6.8,6.9,0,155,0,,,,,0,0,0,0,,0,0,73.0,05 December 2024,
ALPINE,A110,A110 R Turini,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,48.7,41.5,40.9,0,10.3,6.4,5.8,6.8,6.9,0,155,0,,,,,0,0,0,0,,0,0,73.0,05 December 2024,
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,153,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,26.9,43.5,47.1,40.4,40.4,0,10.5,6.5,6,7,7,0,160,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.7,43.5,48.7,42.2,40.9,0,11,6.5,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 S DFull,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d,False,WLTP,25.9,44.1,48.7,42.2,40.9,0,10.9,6.4,5.8,6.7,6.9,0,157,0,,,,,216,11,18,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,0,0,0,0,,0,0,72.0,07 June 2023,
ALPINE,A110,A110 San Remo 73,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,0,0,0,0,,0,0,72.0,07 June 2023,
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,A110 Tour de Corse Edition,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),300,221,0,,,,Euro 6d,False,WLTP,27.4,44.1,49.6,42.8,41.5,0,10.3,6.4,5.7,6.6,6.8,0,154,0,,,,,204,11,12,,,60,60,72.0,03 March 2023,
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,39.8,39.2,0,10.5,6.9,6.1,7.1,7.2,0,163,0,,,,,212,11,12,,,,,71.0,03 March 2023,
ALPINE,A110,Color Edition 2020,A7,Automatic,1799,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,39.8,39.2,0,10.5,6.9,6.1,7.1,7.2,0,163,0,,,,,212,11,12,,,,,71.0,03 March 2023,
ALPINE,A110,L�gende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.6,40.4,45.6,38.7,38.7,0,10.6,7,6.2,7.3,7.3,0,166,0,,,,,281,14,13,,,,,71.0,03 March 2023,
ALPINE,A110,L�gende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,40.4,39.2,0,10.5,6.9,6.1,7,7.2,0,162,0,,,,,230,14,12,,,,,71.0,03 March 2023,
ALPINE,A110,L�gende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,28.2,43.5,48.7,40.9,40.9,0,10,6.5,5.8,6.9,6.9,0,156,0,,,,,549,18,19,,,126,126,71.0,03 March 2023,
ALPINE,A110,L�gende,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,28.2,43.5,48.7,40.9,40.9,0,10,6.5,5.8,6.9,6.9,0,156,0,,,,,549,18,19,,,126,126,71.0,03 March 2023,
ALPINE,A110,L�gende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,40.4,39.2,0,10.5,6.9,6.1,7,7.2,0,162,0,,,,,281,14,13,,,,,71.0,03 March 2023,
ALPINE,A110,L�gende GT,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,40.4,39.2,0,10.5,6.9,6.1,7,7.2,0,162,0,,,,,281,14,13,,,,,71.0,03 March 2023,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.6,40.4,45.6,38.7,38.7,0,10.6,7,6.2,7.3,7.3,0,166,0,,,,,281,14,13,,,,,71.0,03 March 2023,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,40.4,39.2,0,10.5,6.9,6.1,7,7.2,0,162,0,,,,,230,14,12,,,,,71.0,03 March 2023,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,28.2,43.5,48.7,40.9,40.9,0,10,6.5,5.8,6.9,6.9,0,156,0,,,,,549,18,19,,,126,126,71.0,03 March 2023,
ALPINE,A110,Pure,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),251,185,0,,,,Euro 6d-TEMP,False,WLTP,28.2,43.5,48.7,40.9,40.9,0,10,6.5,5.8,6.9,6.9,0,156,0,,,,,549,18,19,,,126,126,71.0,03 March 2023,
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,25.2,39.8,45.6,39.2,38.2,0,11.2,7.1,6.2,7.2,7.4,0,168,0,,,,,275,15,12,,,,,71.0,03 March 2023,
ALPINE,A110,S,A7,Automatic,1798,Petrol,Internal Combustion Engine (ICE),292,215,0,,,,Euro 6d-TEMP,False,WLTP,26.9,40.9,46.3,39.8,39.2,0,10.5,6.9,6.1,7.1,7.2,0,163,0,,,,,212,11,11,,,,,71.0,03 March 2023,
ALPINE,A290,GT,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),177,130,3.8,160,377,234,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,316,508,,,,,,,,63.0,24 February 2025,
ALPINE,A290,GT,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),177,130,3.8,160,377,234,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,316,508,,,,,,,,63.0,24 February 2025,
ALPINE,A290,GTS,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),218,160,3.7,167,361,224,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,482,,,,,,,,63.0,24 February 2025,
ALPINE,A290,GTS,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),218,160,3.7,167,361,224,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,482,,,,,,,,63.0,24 February 2025,
ALPINE,A290,GT Premium,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),180,130,3.9,159,377,234,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,316,509,,,,,,,,63.0,06 May 2025,
ALPINE,A290,GT Premium,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),180,130,3.9,159,377,234,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,316,509,,,,,,,,63.0,06 May 2025,
ALPINE,A290,Premi�re Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),220,160,3.7,167,361,224,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,482,,,,,,,,63.0,06 May 2025,
ALPINE,A290,Premi�re Edition,N/A,Electric - Not Applicable,0,Electricity,Battery Electric Vehicle (BEV) / Pure Electric Vehicle / Electric Vehicle (EV),220,160,3.7,167,361,224,Euro 6-WLTP (for BEVs only),False,WLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,482,,,,,,,,63.0,06 May 2025,
ASTON MARTIN LAGONDA,DB12,2024MY DB12 Coupe,8AT,Automatic,3982,Petrol,Internal Combustion Engine (ICE),680,500,0,,,,Euro 6d,False,WLTP,13.7,23.2,27.7,26.4,23.2,0,20.6,12.2,10.2,10.7,12.2,0,276,,,,,,177,15,12,,,86,86,70.0,13 January 2025,
