Manufacturer,Model,Description,Transmission,Manual or Automatic,Engine Capacity,Fuel Type,Powertrain,Engine Power (PS),Engine Power (Kw),Electric energy consumption Miles/kWh,wh/km,Maximum range (Km),Maximum range (Miles),Euro Standard,Diesel VED Supplement,Testing Scheme,WLTP Imperial Low,WLTP Imperial Medium,WLTP Imperial High,WLTP Imperial Extra High,WLTP Imperial Combined,WLTP Imperial Combined (Weighted),WLTP Metric Low,WLTP Metric Medium,WLTP Metric High,WLTP Metric Extra High,WLTP Metric Combined,WLTP Metric Combined (Weighted),WLTP CO2,WLTP CO2 Weighted,Equivalent All Electric Range Miles,Equivalent All Electric Range KM,Electric Range City Miles,Electric Range City Km,Emissions CO [mg/km],THC Emissions [mg/km],Emissions NOx [mg/km],THC + NOx Emissions [mg/km],Particulates [No.] [mg/km],RDE NOx Urban,RDE NOx Combined,Noise Level dB(A),Date of change,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 2.5 327ps AWD Takumi / Wht Nappa (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 2.5 327ps AWD Takumi / Wht Nappa / Conv & Drv Assist (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 2.5 327ps AWD Takumi / Wht Nappa / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 2.5 327ps AWD Takumi Plus / Captain / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(NI) Mazda CX-80 2.5 327ps AWD Takumi Plus / Captain / Wht Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 2.5 327ps AWD Takumi Plus / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Exclusive-Line / Blk Lth (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(NI) Mazda CX-80 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Exclusive-Line / Blk Lth / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Blk Nappa (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(NI) Mazda CX-80 3.3D 254ps AWD Homura / Blk Nappa / Conv & Drv Assist (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Blk Nappa / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Captain / Blk Nappa (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Captain / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura / Captain / Blk Nappa / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(NI) Mazda CX-80 3.3D 254ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Homura Plus / Captain / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(NI) Mazda CX-80 3.3D 254ps AWD Homura Plus / Captain / Blk Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Takumi / Wht Nappa (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Takumi / Wht Nappa / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Takumi Plus / Captain / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) Mazda CX-80 3.3D 254ps AWD Takumi Plus / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6d,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,26 September 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Exclusive-Line / Blk Lth (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 2.5 327ps AWD Exclusive-Line / Blk Lth (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Exclusive-Line / Blk Lth / Comf (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Exclusive-Line / Blk Lth / Comf / Conv & Drv Assist (07/04),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Exclusive-Line / Blk Lth / Conv & Drv Assist (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Blk Nappa (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 2.5 327ps AWD Homura / Blk Nappa (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Blk Nappa / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Captain / Blk Nappa (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Captain / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura / Captain / Blk Nappa / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 2.5 327ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Homura Plus / Captain / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 2.5 327ps AWD Homura Plus / Captain / Blk Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Takumi / Wht Nappa (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Takumi / Wht Nappa / Conv & Drv Assist (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Takumi / Wht Nappa / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Takumi Plus / Captain / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 2.5 327ps AWD Takumi Plus / Captain / Wht Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 2.5 327ps AWD Takumi Plus / Wht Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,2488,Electricity / Petrol,Plug-in Hybrid Electric Vehicle (PHEV),192,141,2.6,244,59,,Euro 6d,False,WLTP,27.2,35.3,38.7,32.8,34,166.2,10.4,8,7.3,8.6,8.3,1.7,188,38,36,58,,64,293,13,6,0,0.10,60,60,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Exclusive-Line / Blk Lth (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Exclusive-Line / Blk Lth / Comf / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Exclusive-Line / Blk Lth / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Blk Nappa (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 3.3D 254ps AWD Homura / Blk Nappa / Conv & Drv Assist (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Blk Nappa / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Captain / Blk Nappa (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Captain / Blk Nappa / Conv & Drv Assist (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura / Captain / Blk Nappa / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(NI) 3.3D 254ps AWD Homura Plus / Blk Nappa / Conv & Drv Assist / Pano (05/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
MAZDA,Mazda CX-80,(GB) 3.3D 254ps AWD Homura Plus / Captain / Blk Nappa / Conv & Drv Assist / Pano (07/24),8AT,Automatic,3283,Diesel Electric,Mild Hybrid Electric Vehicle (MHEV),254,187,,,0,,Euro 6 EA,False,WLTP,42.2,51.4,57.6,46.3,49.6,0,6.7,5.5,4.9,6.1,5.7,0,148,0,0,0,,0,194,0,21,34,0.42,80,80,64.0,06 October 2025,
